,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
13575,13575,43-9111.00,9791,"They compile reports, charts, or graphs that describe and interpret findings of analyses.",Core,111.0,07/2015,Incumbent
13576,13573,43-9111.00,9792,They check source data to verify completeness and accuracy.,Core,112.0,07/2015,Incumbent
13577,13576,43-9111.00,9793,They participate in the publication of data or information.,Core,110.0,07/2015,Incumbent
13578,13577,43-9111.00,9795,"They file data and related information, and maintain and update databases.",Core,112.0,07/2015,Incumbent
13579,13578,43-9111.00,9797,"They organize paperwork, such as survey forms or reports, for distribution or analysis.",Core,111.0,07/2015,Incumbent
13580,13579,43-9111.00,9798,"They code data prior to computer entry, using lists of codes.",Core,111.0,07/2015,Incumbent
13581,13584,43-9111.00,9794,They discuss data presentation requirements with clients.,Supplemental,109.0,07/2015,Incumbent
13582,13583,43-9111.00,9796,They select statistical tests for analyzing data.,Supplemental,110.0,07/2015,Incumbent
13583,13582,43-9111.00,9799,"They check survey responses for errors, such as the use of pens instead of pencils, and set aside response forms that cannot be used.",Supplemental,110.0,07/2015,Incumbent
13584,13581,43-9111.00,9800,They interview people and keep track of their responses.,Supplemental,110.0,07/2015,Incumbent
13585,13585,43-9111.00,9801,They send out surveys.,Supplemental,110.0,07/2015,Incumbent
13586,13586,45-1011.00,23340,"They assign tasks such as feeding and treatment of animals, and cleaning and maintenance of animal quarters.",Core,,11/2020,Analyst - Transition
13587,13587,45-1011.00,23341,"They record the numbers and types of fish or shellfish reared, harvested, released, sold, and shipped.",Core,,11/2020,Analyst - Transition
13588,13588,45-1011.00,23342,"They monitor workers to ensure that safety regulations are followed, warning or disciplining those who violate safety regulations.",Core,,11/2020,Analyst - Transition
13589,13589,45-1011.00,23343,"They observe animals for signs of illness, injury, or unusual behavior, notifying veterinarians or managers as warranted.",Core,,11/2020,Analyst - Transition
13590,13590,45-1011.00,23344,"They observe fish and beds or ponds to detect diseases, monitor fish growth, determine quality of fish, or determine completeness of harvesting.",Core,,11/2020,Analyst - Transition
13591,13591,45-1011.00,23345,"They train workers in tree felling or bucking, operation of tractors or loading machines, yarding or loading techniques, or safety regulations.",Core,,11/2020,Analyst - Transition
13592,13592,45-1011.00,23346,"They treat animal illnesses or injuries, following experience or instructions of veterinarians.",Core,,11/2020,Analyst - Transition
13593,13593,45-1011.00,23347,"They train workers in spawning, rearing, cultivating, and harvesting methods, and in the use of equipment.",Core,,11/2020,Analyst - Transition
13594,13594,45-1011.00,23348,"They train workers in techniques such as planting, harvesting, weeding, or insect identification and in the use of safety measures.",Core,,11/2020,Analyst - Transition
13595,13595,45-1011.00,23349,"They confer with managers to evaluate weather or soil conditions, to develop plans or procedures, or to discuss issues such as changes in fertilizers, herbicides, or cultivating techniques.",Core,,11/2020,Analyst - Transition
13596,13596,45-1011.00,23350,"They communicate with forestry personnel regarding forest harvesting or forest management plans, procedures, or schedules.",Core,,11/2020,Analyst - Transition
13597,13597,45-1011.00,23351,"They inspect crops, fields, or plant stock to determine conditions and need for cultivating, spraying, weeding, or harvesting.",Core,,11/2020,Analyst - Transition
13598,13598,45-1011.00,23352,"They coordinate dismantling, moving, and setting up equipment at new work sites.",Core,,11/2020,Analyst - Transition
13599,13599,45-1011.00,23353,"They coordinate the selection and movement of logs from storage areas, according to transportation schedules or production requirements.",Core,,11/2020,Analyst - Transition
13600,13600,45-1011.00,23354,"They schedule work crews, equipment, or transportation for several different work locations.",Core,,11/2020,Analyst - Transition
13601,13601,45-1011.00,23355,"They drive or operate farm machinery, such as trucks, tractors, or self-propelled harvesters, to transport workers or supplies or to cultivate or harvest fields.",Core,,11/2020,Analyst - Transition
13602,13602,45-1011.00,23356,"They perform both supervisory and management functions, such as accounting, marketing, and personnel work.",Core,,11/2020,Analyst - Transition
13603,13603,45-1011.00,23357,"They transport or arrange for transport of animals, equipment, food, animal feed, and other supplies to and from work sites.",Core,,11/2020,Analyst - Transition
13604,13604,45-1011.00,23358,"They inspect buildings, fences, fields or ranges, supplies, and equipment to determine work to be performed.",Core,,11/2020,Analyst - Transition
13605,13605,45-1011.00,23359,"They read inventory records, customer orders, or shipping schedules to determine required activities.",Core,,11/2020,Analyst - Transition
13606,13606,45-1011.00,23360,They inspect facilities to determine maintenance needs.,Core,,11/2020,Analyst - Transition
13607,13607,45-1011.00,23361,"They confer with managers to determine production requirements, conditions of equipment and supplies, and work schedules.",Core,,11/2020,Analyst - Transition
13608,13608,45-1011.00,23362,"They prepare and maintain time or payroll reports, as well as details of personnel actions, such as performance evaluations, hires, promotions, or disciplinary actions.",Core,,11/2020,Analyst - Transition
13609,13609,45-1011.00,23363,"They requisition or purchase supplies, such as insecticides, machine parts or lubricants, or tools.",Core,,11/2020,Analyst - Transition
13610,13610,45-1011.00,23364,"They monitor or oversee construction projects, such as horticultural buildings or irrigation systems.",Core,,11/2020,Analyst - Transition
13611,13611,45-1011.00,23365,"They issue equipment, such as farm implements, machinery, ladders, or containers to workers, and collect equipment when work is complete.",Core,,11/2020,Analyst - Transition
13612,13612,45-1011.00,23366,"They calculate or monitor budgets for maintenance or development of collections, grounds, or infrastructure.",Core,,11/2020,Analyst - Transition
13613,13613,45-1011.00,23367,They direct or assist with the adjustment or repair of equipment or machinery.,,,11/2020,Analyst
13614,13614,45-1011.00,23368,"They monitor operations to identify and solve problems, improve work methods, and ensure compliance with safety, company, and government regulations.",,,11/2020,Analyst
13615,13615,45-1011.00,23369,They plan work schedules according to personnel and equipment availability.,,,11/2020,Analyst
13616,13617,45-2011.00,14850,They interpret and enforce government acts and regulations and explain required standards to agricultural workers.,Core,93.0,07/2013,Incumbent
13617,13616,45-2011.00,14854,They inspect food products and processing procedures to determine whether products are safe to eat.,Core,95.0,07/2013,Incumbent
13618,13619,45-2011.00,14846,"They inspect agricultural commodities or related operations, as well as fish or logging operations, for compliance with laws and regulations governing health, quality, and safety.",Supplemental,93.0,07/2013,Incumbent
13619,13626,45-2011.00,14847,"They inspect or test horticultural products or livestock to detect harmful diseases, chemical residues, or infestations and to determine the quality of products or animals.",Supplemental,95.0,07/2013,Incumbent
13620,13623,45-2011.00,14848,They verify that transportation and handling procedures meet regulatory requirements.,Supplemental,92.0,07/2013,Incumbent
13621,13631,45-2011.00,14849,"They collect samples from animals, plants, or products and route them to laboratories for microbiological assessment, ingredient verification, or other testing.",Supplemental,95.0,07/2013,Incumbent
13622,13629,45-2011.00,14851,"They write reports of findings and recommendations and advise farmers, growers, or processors of corrective action to be taken.",Supplemental,94.0,07/2013,Incumbent
13623,13624,45-2011.00,14852,They inspect the cleanliness and practices of establishment employees.,Supplemental,94.0,07/2013,Incumbent
13624,13621,45-2011.00,14853,They monitor the operations and sanitary conditions of slaughtering or meat processing plants.,Supplemental,95.0,07/2013,Incumbent
13625,13622,45-2011.00,14855,"They take emergency actions, such as closing production facilities, if product safety is compromised.",Supplemental,92.0,07/2013,Incumbent
13626,13627,45-2011.00,14856,They monitor the grading performed by company employees to verify conformance to standards.,Supplemental,93.0,07/2013,Incumbent
13627,13620,45-2011.00,14857,They label and seal graded products and issue official grading certificates.,Supplemental,90.0,07/2013,Incumbent
13628,13618,45-2011.00,14859,"They set standards for the production of meat or poultry products or for food ingredients, additives, or compounds used to prepare or package products.",Supplemental,91.0,07/2013,Incumbent
13629,13630,45-2011.00,14860,They direct or monitor the quarantine and treatment or destruction of plants or plant products.,Supplemental,94.0,07/2013,Incumbent
13630,13633,45-2011.00,14861,They inquire about pesticides or chemicals to which animals may have been exposed.,Supplemental,92.0,07/2013,Incumbent
13631,13628,45-2011.00,14862,They set labeling standards and approve labels for meat or poultry products.,Supplemental,95.0,07/2013,Incumbent
13632,13625,45-2011.00,14863,"They examine, weigh, and measure commodities, such as poultry, eggs, meat, or seafood to certify qualities, grades, and weights.",Supplemental,93.0,07/2013,Incumbent
13633,13636,45-2011.00,14864,They compare product recipes with government-approved formulas or recipes to determine acceptability.,Supplemental,94.0,07/2013,Incumbent
13634,13632,45-2011.00,14865,They review and monitor foreign product inspection systems in countries of origin to ensure equivalence to the u.s. system.,Supplemental,93.0,07/2013,Incumbent
13635,13634,45-2011.00,14866,"They provide consultative services in areas such as equipment or product evaluation, plant construction or layout, or food safety systems.",Supplemental,94.0,07/2013,Incumbent
13636,13637,45-2011.00,14867,They advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,Supplemental,92.0,07/2013,Incumbent
13637,13635,45-2011.00,14868,They testify in legal proceedings.,Supplemental,94.0,07/2013,Incumbent
13638,13638,45-2021.00,8232,"They feed and water animals, and clean and disinfect pens, cages, yards, and hutches.",Core,50.0,08/2018,Incumbent
13639,13643,45-2021.00,8233,They examine animals to detect symptoms of illness or injury.,Core,51.0,08/2018,Incumbent
13640,13642,45-2021.00,8235,"They select animals to be bred, and semen specimens to be used, according to knowledge of animals, genealogies, traits, and desired offspring characteristics.",Core,51.0,08/2018,Incumbent
13641,13640,45-2021.00,8236,They treat minor injuries and ailments and contact veterinarians to obtain treatment for animals with serious illnesses or injuries.,Core,51.0,08/2018,Incumbent
13642,13639,45-2021.00,8237,"They observe animals in heat to detect approach of estrus and exercise animals to induce or hasten estrus, if necessary.",Core,51.0,08/2018,Incumbent
13643,13645,45-2021.00,8238,"They record animal characteristics such as weights, growth patterns, and diets.",Core,52.0,08/2018,Incumbent
13644,13644,45-2021.00,8240,"They build hutches, pens, and fenced yards.",Core,51.0,08/2018,Incumbent
13645,13646,45-2021.00,8251,"They brand, tattoo, or tag animals to allow animal identification.",Core,51.0,08/2018,Incumbent
13646,13641,45-2021.00,21080,They purchase and stock supplies of feed and medicines.,Core,50.0,08/2018,Incumbent
13647,13648,45-2021.00,8234,"They place vaccines in drinking water, inject vaccines, or dust air with vaccine powder to protect animals from diseases.",Supplemental,50.0,08/2018,Incumbent
13648,13658,45-2021.00,8239,They exhibit animals at shows.,Supplemental,50.0,08/2018,Incumbent
13649,13655,45-2021.00,8241,They clip or shear hair on animals.,Supplemental,50.0,08/2018,Incumbent
13650,13656,45-2021.00,8242,They attach rubber collecting sheaths to genitals of tethered bull and stimulate animal's organ to induce ejaculation.,Supplemental,51.0,08/2018,Incumbent
13651,13657,45-2021.00,8243,"They package and label semen to be used for artificial insemination, recording information such as the date, source, quality, and concentration.",Supplemental,53.0,08/2018,Incumbent
13652,13654,45-2021.00,8244,"They prepare containers of semen for freezing and storage or shipment, placing them in dry ice or liquid nitrogen.",Supplemental,51.0,08/2018,Incumbent
13653,13652,45-2021.00,8245,They maintain logs of semen specimens used and animals bred.,Supplemental,50.0,08/2018,Incumbent
13654,13647,45-2021.00,8246,"They arrange for sale of animals and eggs to hospitals, research centers, pet shops, and food processing plants.",Supplemental,49.0,08/2018,Incumbent
13655,13659,45-2021.00,8247,"They measure specified amounts of semen into calibrated syringes, and insert syringes into inseminating guns.",Supplemental,53.0,08/2018,Incumbent
13656,13653,45-2021.00,8248,"They inject prepared animal semen into female animals for breeding purposes, by inserting nozzle of syringe into vagina and depressing syringe plunger.",Supplemental,53.0,08/2018,Incumbent
13657,13651,45-2021.00,8249,They adjust controls to maintain specific building temperatures required for animals' health and safety.,Supplemental,53.0,08/2018,Incumbent
13658,13661,45-2021.00,8250,"They examine semen microscopically to assess and record density and motility of gametes, and dilute semen with prescribed diluents, according to formulas.",Supplemental,53.0,08/2018,Incumbent
13659,13660,45-2021.00,8252,They perform procedures such as animal dehorning or castration.,Supplemental,51.0,08/2018,Incumbent
13660,13649,45-2021.00,21081,They bathe and groom animals.,Supplemental,50.0,08/2018,Incumbent
13661,13650,45-2021.00,21082,They exercise animals to keep them in healthy condition.,Supplemental,50.0,08/2018,Incumbent
13662,13665,45-2041.00,13349,"They grade and sort products according to factors such as color, species, length, width, appearance, feel, smell, and quality to ensure correct processing and usage.",Core,52.0,07/2017,Incumbent
13663,13664,45-2041.00,13350,"They discard inferior or defective products or foreign matter, and place acceptable products in containers for further processing.",Core,50.0,07/2017,Incumbent
13664,13663,45-2041.00,13351,"They weigh products or estimate their weight, visually or by feel.",Core,49.0,07/2017,Incumbent
13665,13662,45-2041.00,13352,They place products in containers according to grade and mark grades on containers.,Core,49.0,07/2017,Incumbent
13666,13666,45-2041.00,13353,"They record grade or identification numbers on tags or on shipping, receiving, or sales sheets.",Supplemental,49.0,07/2017,Incumbent
13667,13667,45-2041.00,13354,"They separate fiber tufts between fingers to assess strength, uniformity, and cohesive quality of fibers.",Supplemental,51.0,07/2017,Incumbent
13668,13674,45-2091.00,13355,"They adjust, repair, and service farm machinery and notify supervisors when machinery malfunctions.",Core,71.0,08/2019,Incumbent
13669,13671,45-2091.00,13356,They observe and listen to machinery operation to detect equipment malfunctions.,Core,70.0,08/2019,Incumbent
13670,13669,45-2091.00,13358,"They mix specified materials or chemicals, and dump solutions, powders, or seeds into planter or sprayer machinery.",Core,67.0,08/2019,Incumbent
13671,13673,45-2091.00,13359,"They operate or tend equipment used in agricultural production, such as tractors, combines, and irrigation equipment.",Core,70.0,08/2019,Incumbent
13672,13672,45-2091.00,13360,"They manipulate controls to set, activate, and adjust mechanisms on machinery.",Core,69.0,08/2019,Incumbent
13673,13670,45-2091.00,13363,"They spray fertilizer or pesticide solutions to control insects, fungus and weed growth, and diseases, using hand sprayers.",Core,67.0,08/2019,Incumbent
13674,13675,45-2091.00,13364,"They attach farm implements such as plows, discs, sprayers, or harvesters to tractors, using bolts and hand tools.",Core,70.0,08/2019,Incumbent
13675,13668,45-2091.00,13369,"They load and unload crops or containers of materials, manually or using conveyors, handtrucks, forklifts, or transfer augers.",Core,68.0,08/2019,Incumbent
13676,13684,45-2091.00,13357,"They irrigate soil, using portable pipes or ditch systems, and maintain ditches or pipes and pumps.",Supplemental,67.0,08/2019,Incumbent
13677,13677,45-2091.00,13361,"They direct and monitor the activities of work crews engaged in planting, weeding, or harvesting activities.",Supplemental,66.0,08/2019,Incumbent
13678,13676,45-2091.00,13362,"They load hoppers, containers, or conveyors to feed machines with products, using forklifts, transfer augers, suction gates, shovels, or pitchforks.",Supplemental,67.0,08/2019,Incumbent
13679,13678,45-2091.00,13365,"They operate towed machines such as seed drills or manure spreaders to plant, fertilize, dust, and spray crops.",Supplemental,66.0,08/2019,Incumbent
13680,13681,45-2091.00,13366,"They drive trucks to haul crops, supplies, tools, or farm workers.",Supplemental,67.0,08/2019,Incumbent
13681,13680,45-2091.00,13367,They walk beside or ride on planting machines while inserting plants in planter mechanisms at specified intervals.,Supplemental,67.0,08/2019,Incumbent
13682,13679,45-2091.00,13368,"They weigh crop-filled containers, and record weights and other identifying information.",Supplemental,68.0,08/2019,Incumbent
13683,13682,45-2091.00,13370,"They guide products on conveyors to regulate flow through machines, and to discard diseased or rotten products.",Supplemental,65.0,08/2019,Incumbent
13684,13683,45-2091.00,13371,"They position boxes or attach bags at discharge ends of machinery to catch products, removing and closing full containers.",Supplemental,68.0,08/2019,Incumbent
13685,13685,45-2092.00,23370,"They harvest plants, and transplant or pot and label them.",Core,,11/2020,Analyst - Transition
13686,13686,45-2092.00,23371,"They operate tractors, tractor-drawn machinery, and self-propelled machinery to plow, harrow and fertilize soil, or to plant, cultivate, spray and harvest crops.",Core,,11/2020,Analyst - Transition
13687,13687,45-2092.00,23372,They set up and operate irrigation equipment.,Core,,11/2020,Analyst - Transition
13688,13688,45-2092.00,23373,"They repair and maintain farm vehicles, implements, and mechanical equipment.",Core,,11/2020,Analyst - Transition
13689,13689,45-2092.00,23374,They harvest fruits and vegetables by hand.,Core,,11/2020,Analyst - Transition
13690,13690,45-2092.00,23375,"They clean work areas, and maintain grounds and landscaping.",Core,,11/2020,Analyst - Transition
13691,13691,45-2092.00,23376,They sell and deliver plants and flowers to customers.,Supplemental,,11/2020,Analyst - Transition
13692,13692,45-2092.00,23377,"They sow grass seed, or plant plugs of grass.",Supplemental,,11/2020,Analyst - Transition
13693,13693,45-2092.00,23378,They inform farmers or farm managers of crop progress.,Supplemental,,11/2020,Analyst - Transition
13694,13694,45-2092.00,23379,They direct and monitor the work of casual and seasonal help during planting and harvesting.,Supplemental,,11/2020,Analyst - Transition
13695,13695,45-2092.00,23380,"They identify plants, pests, and weeds to determine the selection and application of pesticides and fertilizers.",Supplemental,,11/2020,Analyst - Transition
13696,13696,45-2092.00,23381,"They regulate greenhouse conditions, and indoor and outdoor irrigation systems.",Supplemental,,11/2020,Analyst - Transition
13697,13697,45-2092.00,23382,"They cut, roll, and stack sod.",Supplemental,,11/2020,Analyst - Transition
13698,13698,45-2092.00,23383,They feel plants' leaves and note their coloring to detect the presence of insects or disease.,Supplemental,,11/2020,Analyst - Transition
13699,13699,45-2092.00,23384,"They provide information and advice to the public regarding the selection, purchase, and care of products.",Supplemental,,11/2020,Analyst - Transition
13700,13700,45-2092.00,23385,They maintain and repair irrigation and climate control systems.,Supplemental,,11/2020,Analyst - Transition
13701,13701,45-2092.00,23386,"They dig, cut, and transplant seedlings, cuttings, trees, and shrubs.",Supplemental,,11/2020,Analyst - Transition
13702,13702,45-2092.00,23387,"They record information about crops, such as pesticide use, yields, or costs.",Supplemental,,11/2020,Analyst - Transition
13703,13703,45-2092.00,23388,"They repair farm buildings, fences, and other structures.",Supplemental,,11/2020,Analyst - Transition
13704,13704,45-2092.00,23389,"They maintain inventory, ordering materials as required.",Supplemental,,11/2020,Analyst - Transition
13705,13705,45-2092.00,23390,They record information about plants and plant growth.,Supplemental,,11/2020,Analyst - Transition
13706,13706,45-2092.00,23391,"They dig, rake, and screen soil, filling cold frames and hot beds in preparation for planting.",Supplemental,,11/2020,Analyst - Transition
13707,13707,45-2092.00,23392,"They participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",Supplemental,,11/2020,Analyst - Transition
13708,13708,45-2092.00,23393,They inspect plants and bud ties to assess quality.,Supplemental,,11/2020,Analyst - Transition
13709,13709,45-2092.00,23394,"They trap and destroy pests, such as moles, gophers, and mice, using pesticides.",Supplemental,,11/2020,Analyst - Transition
13710,13710,45-2092.00,23395,"They move containerized shrubs, plants, and trees, using wheelbarrows or tractors.",Supplemental,,11/2020,Analyst - Transition
13711,13711,45-2092.00,23396,"They tie and bunch flowers, plants, shrubs, and trees, wrap their roots, and pack them into boxes to fill orders.",Supplemental,,11/2020,Analyst - Transition
13712,13712,45-2092.00,23397,"They load agricultural products into trucks, and drive trucks to market or storage facilities.",Supplemental,,11/2020,Analyst - Transition
13713,13713,45-2092.00,23398,"They haul and spread topsoil, fertilizer, peat moss, and other materials to condition soil, using wheelbarrows or carts and shovels.",Supplemental,,11/2020,Analyst - Transition
13714,13714,45-2092.00,23399,"They plant, spray, weed, fertilize, water, and prune plants, shrubs, and trees, using gardening tools.",,,11/2020,Analyst
13715,13715,45-2093.00,13410,They feed and water livestock and monitor food and water supplies.,Core,85.0,08/2019,Incumbent
13716,13720,45-2093.00,13411,"They drive trucks, tractors, and other equipment to distribute feed to animals.",Core,85.0,08/2019,Incumbent
13717,13717,45-2093.00,13412,"They examine animals to detect illness, injury, or disease, and to check physical characteristics, such as rate of weight gain.",Core,84.0,08/2019,Incumbent
13718,13718,45-2093.00,13413,"They provide medical treatment, such as administering medications and vaccinations, or arrange for veterinarians to provide more extensive treatment.",Core,85.0,08/2019,Incumbent
13719,13722,45-2093.00,13415,"They inspect, maintain, and repair equipment, machinery, buildings, pens, yards, and fences.",Core,85.0,08/2019,Incumbent
13720,13723,45-2093.00,13416,"They move equipment, poultry, or livestock from one location to another, manually or using trucks or carts.",Core,85.0,08/2019,Incumbent
13721,13724,45-2093.00,13417,"They clean stalls, pens, and equipment, using disinfectant solutions, brushes, shovels, water hoses, or pumps.",Core,87.0,08/2019,Incumbent
13722,13719,45-2093.00,13418,"They mark livestock to identify ownership and grade, using brands, tags, paint, or tattoos.",Core,84.0,08/2019,Incumbent
13723,13716,45-2093.00,13419,"They herd livestock to pastures for grazing or to scales, trucks, or other enclosures.",Core,83.0,08/2019,Incumbent
13724,13721,45-2093.00,13424,"They segregate animals according to weight, age, color, and physical condition.",Core,85.0,08/2019,Incumbent
13725,13725,45-2093.00,13414,"They mix feed, additives, and medicines in prescribed portions.",Supplemental,83.0,08/2019,Incumbent
13726,13726,45-2093.00,13420,They shift animals between grazing areas to ensure that they have sufficient access to food.,Supplemental,83.0,08/2019,Incumbent
13727,13728,45-2093.00,13421,"They order food for animals, and arrange for its delivery.",Supplemental,81.0,08/2019,Incumbent
13728,13729,45-2093.00,13422,"They perform duties related to livestock reproduction, such as breeding animals within appropriate timeframes, performing artificial inseminations, and helping with animal births.",Supplemental,83.0,08/2019,Incumbent
13729,13736,45-2093.00,13423,"They milk animals such as cows and goats, by hand or using milking machines.",Supplemental,85.0,08/2019,Incumbent
13730,13730,45-2093.00,13425,They patrol grazing lands on horseback or using all-terrain vehicles.,Supplemental,85.0,08/2019,Incumbent
13731,13732,45-2093.00,13426,"They maintain growth, feeding, production, and cost records.",Supplemental,83.0,08/2019,Incumbent
13732,13733,45-2093.00,13427,"They groom, clip, trim, or castrate animals, dock ears and tails, or shear coats to collect hair.",Supplemental,86.0,08/2019,Incumbent
13733,13734,45-2093.00,13428,"They spray livestock with disinfectants and insecticides, or dip or bathe animals.",Supplemental,84.0,08/2019,Incumbent
13734,13731,45-2093.00,13429,"They collect, inspect, and place eggs in incubators, operate machines for egg washing, candling, and grading, and pack eggs in cartons.",Supplemental,82.0,08/2019,Incumbent
13735,13727,45-2093.00,13430,"They protect herds from predators, using trained dogs.",Supplemental,82.0,08/2019,Incumbent
13736,13735,45-2093.00,13431,"They trim and shear poultry beaks, toes, and wings using debeaking machines, heated hand shears, or hot wires.",Supplemental,82.0,08/2019,Incumbent
13737,13737,45-3031.00,23400,"They patrol trap lines or nets to inspect settings, remove catch, and reset or relocate traps.",Core,,11/2020,Analyst - Transition
13738,13738,45-3031.00,23401,They obtain permission from landowners to hunt or trap on their land.,Core,,11/2020,Analyst - Transition
13739,13739,45-3031.00,23402,"They travel on foot, by vehicle, or by equipment such as boats, snowmobiles, helicopters, snowshoes, or skis to reach hunting areas.",Core,,11/2020,Analyst - Transition
13740,13740,45-3031.00,23403,They steer vessels and operate navigational instruments.,Core,,11/2020,Analyst - Transition
13741,13741,45-3031.00,23404,"They skin quarry, using knives, and stretch pelts on frames to be cured.",Core,,11/2020,Analyst - Transition
13742,13742,45-3031.00,23405,They maintain and repair trapping equipment.,Core,,11/2020,Analyst - Transition
13743,13743,45-3031.00,23406,"They scrape fat, blubber, or flesh from skin sides of pelts with knives or hand scrapers.",Core,,11/2020,Analyst - Transition
13744,13744,45-3031.00,23407,"They put fishing equipment into the water and anchor or tow equipment, according to the fishing method used.",Core,,11/2020,Analyst - Transition
13745,13745,45-3031.00,23408,"They maintain engines, fishing gear, and other on-board equipment and perform minor repairs.",Core,,11/2020,Analyst - Transition
13746,13746,45-3031.00,23409,"They sort, pack, and store catch in holds with salt and ice.",Core,,11/2020,Analyst - Transition
13747,13747,45-3031.00,23410,They remove catches from fishing equipment and measure them to ensure compliance with legal size.,Core,,11/2020,Analyst - Transition
13748,13748,45-3031.00,23411,"They locate fish, using fish-finding equipment.",Core,,11/2020,Analyst - Transition
13749,13749,45-3031.00,23412,"They obtain required approvals for using poisons or traps, and notify persons in areas where traps and poison are set.",Core,,11/2020,Analyst - Transition
13750,13750,45-3031.00,23413,They track animals by checking for signs such as droppings or destruction of vegetation.,Core,,11/2020,Analyst - Transition
13751,13751,45-3031.00,23414,"They compute positions and plot courses on charts to navigate vessels, using instruments such as compasses, sextants, and charts.",Core,,11/2020,Analyst - Transition
13752,13752,45-3031.00,23415,"They select, bait, and set traps, and lay poison along trails, according to species, size, habits, and environs of birds or animals and reasons for trapping them.",Core,,11/2020,Analyst - Transition
13753,13753,45-3031.00,23416,"They attach nets, slings, hooks, blades, or lifting devices to cables, booms, hoists, or dredges.",Core,,11/2020,Analyst - Transition
13754,13754,45-3031.00,23417,"They participate in animal damage control, wildlife management, disease control, and research activities.",Core,,11/2020,Analyst - Transition
13755,13755,45-3031.00,23418,They transport fish to processing plants or to buyers.,Core,,11/2020,Analyst - Transition
13756,13756,45-3031.00,23419,They interpret weather and vessel conditions to determine appropriate responses.,Core,,11/2020,Analyst - Transition
13757,13757,45-3031.00,23420,They release quarry from traps or nets and transfer to cages.,Core,,11/2020,Analyst - Transition
13758,13758,45-3031.00,23421,"They kill or stun trapped quarry, using clubs, poisons, guns, or drowning methods.",Core,,11/2020,Analyst - Transition
13759,13759,45-3031.00,23422,"They wash and sort pelts according to species, color, and quality.",Core,,11/2020,Analyst - Transition
13760,13760,45-3031.00,23423,"They wash decks, conveyors, knives, and other equipment, using brushes, detergents, and water.",Core,,11/2020,Analyst - Transition
13761,13761,45-3031.00,23424,"They connect accessories such as floats, weights, flags, lights, or markers to nets, lines, or traps.",Core,,11/2020,Analyst - Transition
13762,13762,45-3031.00,23425,They teach or guide individuals or groups unfamiliar with specific hunting methods or types of prey.,Core,,11/2020,Analyst - Transition
13763,13763,45-3031.00,23426,"They load and unload vessel equipment and supplies, by hand or using hoisting equipment.",Core,,11/2020,Analyst - Transition
13764,13764,45-3031.00,23427,"They harvest marine life for human or animal consumption, using diving or dredging equipment, traps, barges, rods, reels, or tackle.",Supplemental,,11/2020,Analyst - Transition
13765,13765,45-3031.00,23428,"They direct fishing or hunting operations, and supervise crew members.",,,11/2020,Analyst
13766,13766,45-3031.00,23429,"They oversee the purchase of supplies, gear, and equipment.",,,11/2020,Analyst
13767,13767,45-4011.00,7026,They check equipment to ensure that it is operating properly.,Core,80.0,07/2014,Incumbent
13768,13768,45-4011.00,7027,"They confer with other workers to discuss issues, such as safety, cutting heights, or work needs.",Core,80.0,07/2014,Incumbent
13769,13781,45-4011.00,7028,They fight forest fires or perform prescribed burning tasks under the direction of fire suppression officers or forestry technicians.,Supplemental,78.0,07/2014,Incumbent
13770,13778,45-4011.00,7029,"They perform fire protection or suppression duties, such as constructing fire breaks or disposing of brush.",Supplemental,78.0,07/2014,Incumbent
13771,13783,45-4011.00,7030,"They select or cut trees according to markings or sizes, types, or grades.",Supplemental,78.0,07/2014,Incumbent
13772,13773,45-4011.00,7031,"They identify diseased or undesirable trees and remove them, using power saws or hand saws.",Supplemental,79.0,07/2014,Incumbent
13773,13771,45-4011.00,7032,They spray or inject vegetation with insecticides to kill insects or to protect against disease or with herbicides to reduce competing vegetation.,Supplemental,80.0,07/2014,Incumbent
13774,13774,45-4011.00,7033,They drag cut trees from cutting areas and load trees onto trucks.,Supplemental,78.0,07/2014,Incumbent
13775,13785,45-4011.00,7034,"They thin or space trees, using power thinning saws.",Supplemental,79.0,07/2014,Incumbent
13776,13772,45-4011.00,7035,They maintain tallies of trees examined and counted during tree marking or measuring efforts.,Supplemental,78.0,07/2014,Incumbent
13777,13769,45-4011.00,7036,"They gather, package, or deliver forest products to buyers.",Supplemental,79.0,07/2014,Incumbent
13778,13780,45-4011.00,7037,"They erect signs or fences, using posthole diggers, shovels, or other hand tools.",Supplemental,79.0,07/2014,Incumbent
13779,13787,45-4011.00,7038,"They prune or shear tree tops or limbs to control growth, increase density, or improve shape.",Supplemental,80.0,07/2014,Incumbent
13780,13786,45-4011.00,7039,"They select tree seedlings, prepare the ground, or plant the trees in reforestation areas, using manual planting tools.",Supplemental,80.0,07/2014,Incumbent
13781,13782,45-4011.00,7040,"They provide assistance to forest survey crews by clearing site-lines, holding measuring tools, or setting stakes.",Supplemental,79.0,07/2014,Incumbent
13782,13777,45-4011.00,7041,"They explain or enforce regulations regarding camping, vehicle use, fires, use of buildings, or sanitation.",Supplemental,80.0,07/2014,Incumbent
13783,13776,45-4011.00,7042,"They operate skidders, bulldozers, or other prime movers to pull a variety of scarification or site preparation equipment over areas to be regenerated.",Supplemental,80.0,07/2014,Incumbent
